,sehir,ilce,akp,mhp,bbp,yrefah,chp,iyip,ysp,tip,zafer,memleket,rte,kk,so,mi,akp_2018,mhp_2018,chp_2018,iyip_2018,sp_2018,hdp_2018,vp_2018,hudapar_2018,rte_2018,mi_2018,ma_2018,sd_2018,tk_2018,dp_2018,secmen_sayisi_2023,gecerli_oy_sayisi_2023,katilim_orani_2023,secmen_sayisi_2018,gecerli_oy_sayisi_2018,katilim_orani_2018
88,ankara,SİNCAN,42.51,13.48,2.57,3.54,16.62,10.93,2.9,1.12,3.9,1.1,61.0,30.7,7.9,0.3,53.12,17.36,13.29,10.64,1.47,3.82,0.12,0.16,68.4,19.3,9.0,2.2,0.9,0.1,412350.0,370246.0,91.3,361722.0,320613.0,90.4
89,ankara,YENİMAHALLE,27.44,8.69,1.07,2.38,34.86,14.12,2.41,3.3,3.55,1.0,39.3,53.9,6.5,0.3,34.89,11.62,30.72,13.96,1.72,6.72,0.24,0.08,44.7,42.5,9.5,1.9,1.1,0.2,528482.0,481225.0,92.2,483390.0,429835.0,90.4
90,antalya,AKSEKİ,41.04,11.73,0.65,1.58,29.52,8.19,0.32,1.11,2.07,1.49,56.2,38.4,4.7,0.7,48.23,8.53,27.42,12.69,1.56,0.91,0.33,0.29,56.6,31.2,10.6,0.3,1.1,0.2,9129.0,7601.0,86.0,9242.0,7595.0,86.0
91,antalya,AKSU,32.97,11.21,0.82,1.44,24.42,14.02,6.49,2.4,2.74,1.36,45.8,46.3,7.1,0.8,39.26,11.64,19.63,21.4,0.71,6.8,0.22,0.29,48.4,26.9,18.8,5.4,0.4,0.2,55724.0,48858.0,89.6,48961.0,41342.0,86.8
92,antalya,ALANYA,30.67,11.38,1.93,1.4,31.26,10.74,3.44,2.9,2.94,1.41,43.7,48.6,7.0,0.6,38.43,13.43,20.86,20.89,0.81,4.7,0.33,0.23,49.1,28.7,18.7,2.8,0.5,0.2,231985.0,200417.0,88.0,204844.0,171825.0,85.7
93,antalya,DEMRE,31.0,17.87,0.41,1.3,27.48,13.3,0.88,2.48,1.85,1.38,47.8,45.4,5.8,1.0,41.05,7.56,23.21,23.13,2.77,1.55,0.31,0.35,47.1,29.0,21.0,0.6,2.1,0.2,21283.0,19207.0,92.5,19546.0,17387.0,91.4
94,antalya,DÖŞEMEALTI,33.24,9.72,0.49,1.63,29.83,10.92,4.29,3.8,3.1,1.35,44.6,48.1,6.7,0.6,40.21,10.59,25.14,15.88,1.01,6.73,0.2,0.18,49.6,33.5,12.3,3.8,0.7,0.2,56986.0,50917.0,91.0,41987.0,37684.0,92.1
95,antalya,ELMALI,34.6,15.08,0.55,1.33,26.21,13.76,1.49,1.69,2.09,0.91,50.8,42.8,5.7,0.7,42.6,8.53,24.44,20.21,1.46,2.18,0.26,0.28,50.7,28.9,18.1,1.1,1.0,0.2,31087.0,27789.0,91.7,29636.0,26172.0,91.1
96,antalya,FİNİKE,27.26,19.65,0.37,0.98,29.92,11.95,1.98,2.93,2.16,1.07,46.8,46.3,6.2,0.7,37.85,10.52,27.59,19.18,0.97,3.27,0.31,0.26,46.5,35.6,15.8,1.4,0.4,0.2,38139.0,33523.0,89.6,36261.0,30824.0,87.2
97,antalya,GAZİPAŞA,27.89,12.23,0.4,0.9,40.31,9.92,0.97,1.92,1.85,1.43,41.2,52.5,5.3,0.9,33.89,9.06,34.34,18.54,1.14,2.17,0.52,0.28,40.7,40.7,16.6,0.8,0.8,0.4,41450.0,36985.0,91.9,37887.0,32700.0,89.0
98,antalya,GÜNDOĞMUŞ,34.94,13.54,0.56,1.63,27.19,13.7,0.26,1.11,1.57,0.74,52.0,41.9,4.6,1.5,46.08,8.25,20.26,20.85,1.26,1.28,0.94,0.9,53.8,23.6,20.5,0.6,0.9,0.6,6235.0,5044.0,87.5,6143.0,4979.0,87.3
99,antalya,İBRADI,34.55,7.47,0.48,1.29,35.17,13.22,0.29,2.16,1.53,1.34,46.7,49.5,3.2,0.6,41.66,4.84,37.12,13.62,1.17,0.87,0.25,0.31,46.5,43.1,9.0,0.3,0.7,0.4,2464.0,2096.0,88.2,2290.0,1950.0,89.7
100,antalya,KAŞ,32.33,9.02,0.38,0.83,33.75,12.24,2.17,4.24,1.42,1.24,42.6,52.4,4.1,0.9,36.41,7.41,30.78,19.87,0.99,3.68,0.38,0.37,42.2,39.7,16.1,1.3,0.5,0.2,47411.0,41406.0,90.2,43147.0,36947.0,88.8
101,antalya,KEMER,27.62,11.32,0.55,0.92,31.07,12.57,5.29,4.8,2.83,1.42,40.4,53.1,6.0,0.5,32.91,10.41,31.57,16.19,0.78,7.69,0.21,0.21,41.3,42.1,11.5,4.4,0.4,0.2,32867.0,28669.0,88.4,28545.0,24192.0,86.3
102,antalya,KEPEZ,31.88,9.34,0.64,1.43,26.49,9.64,9.55,4.58,3.28,1.4,42.7,49.7,7.1,0.5,38.76,11.03,23.22,13.39,0.95,12.18,0.2,0.25,48.2,31.5,10.3,9.2,0.6,0.1,436876.0,383460.0,89.2,362499.0,309075.0,87.0
103,antalya,KONYAALTI,18.52,5.61,0.32,0.74,44.59,13.09,3.27,8.66,2.82,1.09,25.2,69.2,5.2,0.3,22.19,6.96,44.44,15.97,0.89,9.11,0.29,0.08,27.7,59.5,9.4,2.7,0.5,0.3,128269.0,113343.0,89.1,116814.0,100895.0,87.3
104,antalya,KORKUTELİ,38.63,12.59,0.54,3.01,25.89,11.6,1.46,1.19,2.09,1.19,54.1,39.7,5.4,0.7,47.54,9.07,21.72,15.79,3.39,1.97,0.23,0.24,55.9,25.9,14.5,1.2,2.1,0.2,44120.0,39399.0,91.5,40912.0,36012.0,91.0
105,antalya,KUMLUCA,33.37,15.7,0.5,1.26,26.23,11.43,3.11,3.08,2.49,1.27,49.6,43.1,6.6,0.7,39.39,10.52,27.38,16.94,0.8,4.37,0.2,0.35,48.9,30.3,17.3,2.9,0.5,0.1,55570.0,50045.0,91.9,50549.0,44287.0,89.8
106,antalya,MANAVGAT,29.75,12.57,0.53,1.27,31.74,10.31,3.15,3.65,3.13,1.7,43.7,48.1,7.4,0.8,34.18,13.98,28.67,17.55,0.78,4.31,0.26,0.23,45.7,37.5,13.7,2.3,0.5,0.2,183833.0,161442.0,89.4,159121.0,134863.0,86.7
107,antalya,MURATPAŞA,21.82,6.16,0.36,0.87,41.34,12.65,3.88,7.45,2.76,1.19,29.2,64.9,5.5,0.4,26.35,7.37,40.92,15.97,0.85,8.09,0.27,0.12,32.2,53.9,9.7,3.4,0.5,0.2,382434.0,336399.0,88.9,355248.0,304273.0,86.8
108,antalya,SERİK,28.15,12.11,0.7,1.9,29.1,16.27,2.58,2.15,3.29,1.5,40.9,50.3,8.0,0.8,34.19,10.74,24.07,27.09,0.73,2.52,0.29,0.32,42.2,31.8,23.9,1.5,0.4,0.2,101601.0,88980.0,89.3,87704.0,75591.0,88.2
109,ardahan,ÇILDIR,42.9,5.91,0.27,1.08,34.71,7.8,1.94,0.0,2.04,0.46,47.1,44.3,7.8,0.7,41.9,12.21,33.7,6.6,0.8,3.62,0.62,0.55,51.9,39.3,6.5,1.3,0.4,0.6,6717.0,5237.0,81.0,6985.0,5590.0,83.3
110,ardahan,DAMAL,5.07,0.75,0.09,0.22,74.76,4.07,12.29,0.0,0.53,0.25,3.9,94.9,1.0,0.2,7.75,2.62,61.4,2.62,0.41,24.7,0.24,0.27,9.2,83.4,2.3,4.5,0.3,0.3,3840.0,3231.0,86.6,4718.0,4088.0,90.8
111,ardahan,GÖLE,34.51,1.65,0.32,1.53,19.07,2.07,35.98,0.0,0.55,0.44,44.2,53.2,2.1,0.6,48.24,3.8,12.96,1.79,1.87,30.72,0.25,0.36,49.5,25.5,2.7,20.9,1.1,0.2,17241.0,13077.0,78.8,17953.0,14084.0,81.7
112,ardahan,HANAK,28.06,2.62,0.39,0.73,44.58,13.79,5.75,0.0,0.87,0.37,31.1,65.3,3.2,0.5,28.72,6.75,47.61,3.6,0.72,11.92,0.34,0.34,34.0,58.1,4.3,2.9,0.5,0.2,6397.0,5238.0,85.5,6981.0,5832.0,87.6
113,ardahan,MERKEZ,35.2,2.82,0.34,0.76,26.65,3.85,26.36,0.0,1.12,0.47,37.1,57.5,5.0,0.4,30.63,7.44,21.67,7.91,0.72,30.89,0.38,0.36,38.3,31.8,5.1,24.0,0.6,0.2,28858.0,23557.0,84.1,27384.0,22357.0,85.1
114,ardahan,POSOF,52.36,6.5,0.75,1.49,23.36,5.71,4.34,0.0,1.83,0.63,62.6,31.2,5.7,0.5,60.75,9.34,19.91,4.64,0.9,3.87,0.37,0.22,68.4,23.8,4.7,1.9,0.7,0.4,5081.0,4194.0,84.8,5384.0,4553.0,87.6
115,artvin,ARDANUÇ,29.47,5.56,0.32,1.67,38.07,18.66,0.63,1.15,0.63,1.03,36.7,59.1,3.6,0.7,32.81,4.87,44.8,11.85,1.1,3.77,0.37,0.44,35.7,51.6,10.9,0.7,0.7,0.4,9076.0,7637.0,87.1,9196.0,7797.0,88.0
116,artvin,ARHAVİ,39.97,11.55,0.28,1.94,30.28,9.37,0.72,1.43,1.4,1.2,52.9,41.8,4.9,0.4,48.06,8.7,29.85,8.99,1.89,2.12,0.25,0.14,54.9,35.5,7.6,0.5,1.3,0.2,16901.0,14704.0,88.7,16214.0,13743.0,86.8
117,artvin,BORÇKA,47.33,9.36,0.38,3.27,18.35,16.5,0.49,0.54,0.99,0.61,61.2,33.6,4.6,0.6,45.91,15.61,25.59,8.42,1.66,2.26,0.29,0.25,59.9,32.1,6.4,0.4,1.0,0.2,17375.0,15177.0,89.5,16979.0,14288.0,87.0
118,artvin,HOPA,28.54,6.17,0.32,1.74,37.18,14.69,1.82,3.91,1.38,1.77,36.0,58.7,4.8,0.5,30.44,8.09,39.03,9.07,1.48,11.27,0.38,0.22,36.4,54.2,6.5,1.6,1.0,0.2,21320.0,18797.0,89.9,19741.0,16955.0,88.0
119,artvin,KEMALPAŞA,22.02,6.49,0.25,0.42,42.87,15.31,2.9,2.71,1.14,3.77,29.5,66.3,3.9,0.4,25.94,6.97,43.95,7.65,0.42,14.62,0.23,0.22,30.2,61.7,5.9,1.8,0.3,0.2,7211.0,6472.0,91.5,6748.0,5965.0,90.5
120,artvin,MERKEZ,31.63,15.25,0.53,2.68,30.21,13.41,0.67,0.97,1.25,0.89,44.0,48.3,7.1,0.6,33.48,12.97,33.65,14.78,1.46,3.07,0.31,0.27,43.5,44.1,10.4,0.7,1.1,0.3,25246.0,22601.0,91.4,25085.0,21660.0,88.4
121,artvin,MURGUL,34.7,12.81,0.25,2.64,26.71,16.32,0.07,0.75,0.9,0.42,46.9,44.8,8.2,0.1,35.3,15.35,33.27,12.43,0.94,2.28,0.2,0.23,44.7,40.7,13.3,0.4,0.8,0.1,4657.0,4009.0,88.1,4531.0,3907.0,88.9
122,artvin,ŞAVŞAT,34.84,4.56,0.36,1.07,39.12,13.05,0.5,1.23,0.89,0.73,41.9,54.4,3.1,0.6,35.99,5.79,39.9,10.82,2.31,3.94,0.74,0.51,40.4,47.1,10.1,0.8,1.2,0.4,14718.0,12046.0,84.8,15624.0,12917.0,86.4
123,artvin,YUSUFELİ,56.77,10.41,0.57,4.82,15.09,7.62,0.1,0.28,1.46,0.73,70.2,23.1,6.0,0.7,63.29,11.84,13.98,8.39,0.96,0.73,0.46,0.35,73.1,17.4,8.2,0.3,0.8,0.3,15809.0,13107.0,85.3,17157.0,14412.0,87.3
124,aydin,BOZDOĞAN,36.69,9.61,0.48,0.95,30.6,15.63,0.52,0.0,1.62,1.47,48.1,45.4,5.0,1.5,39.07,7.34,28.95,20.79,1.04,1.29,0.77,0.75,44.6,35.3,18.2,0.5,0.8,0.6,25626.0,22601.0,92.0,25836.0,22314.0,90.4
125,aydin,BUHARKENT,32.68,9.33,0.54,0.86,30.16,16.26,4.7,0.0,2.1,1.41,42.9,50.2,5.8,1.1,37.83,7.4,29.63,18.7,1.09,4.29,0.5,0.56,43.2,35.8,16.5,3.5,0.6,0.3,10017.0,8900.0,91.3,9523.0,8388.0,92.1
126,aydin,ÇİNE,36.0,7.03,0.6,0.65,38.12,11.67,0.68,0.0,1.84,1.29,43.9,49.7,5.2,1.2,39.15,6.36,35.51,15.03,0.9,2.07,0.5,0.49,43.3,42.1,13.0,0.8,0.6,0.3,39758.0,35311.0,91.8,40019.0,34810.0,90.8
127,aydin,DİDİM,18.65,5.99,0.48,0.54,46.21,10.64,13.21,0.0,1.6,1.02,26.1,70.1,3.3,0.5,21.4,5.92,43.21,10.83,0.46,17.63,0.39,0.16,26.2,57.5,6.7,9.0,0.2,0.3,76177.0,64339.0,85.6,65215.0,55735.0,87.0
128,aydin,EFELER,26.3,8.26,1.35,0.84,35.27,15.07,7.28,0.0,2.62,1.13,36.3,57.1,6.1,0.5,31.12,8.76,32.73,16.38,0.74,9.83,0.26,0.17,37.7,44.0,11.2,6.3,0.5,0.2,226258.0,202484.0,91.0,209128.0,182935.0,89.3
129,aydin,GERMENCİK,26.6,11.63,0.59,0.69,27.88,9.43,19.09,0.0,1.72,0.63,39.5,55.9,4.0,0.6,27.13,10.07,30.02,12.43,0.52,19.28,0.33,0.23,34.7,36.5,11.1,17.2,0.3,0.3,33056.0,29617.0,92.0,31990.0,28212.0,90.6
130,aydin,İNCİRLİOVA,33.48,12.07,0.92,0.82,30.37,12.21,5.75,0.0,2.08,0.94,46.9,47.4,5.1,0.6,37.27,10.42,31.28,12.59,0.73,7.27,0.27,0.16,45.1,38.5,10.5,5.2,0.4,0.2,40884.0,35729.0,89.4,36199.0,30123.0,85.5
131,aydin,KARACASU,34.26,9.76,1.11,0.69,36.53,11.59,0.34,0.0,1.99,1.16,45.7,47.8,5.0,1.5,37.13,8.58,34.52,16.31,0.93,0.94,0.88,0.72,43.5,39.2,16.0,0.5,0.3,0.4,14356.0,12450.0,90.2,14665.0,12359.0,88.7
132,aydin,KARPUZLU,38.47,19.39,0.7,0.83,25.11,10.82,0.18,0.0,1.47,0.76,59.0,35.0,4.8,1.2,49.1,11.63,24.26,12.64,0.69,0.79,0.35,0.54,58.4,29.1,11.1,0.6,0.5,0.4,8788.0,7787.0,91.6,9111.0,7767.0,89.9
133,aydin,KOÇARLI,40.38,11.94,1.17,0.7,29.52,10.52,1.84,0.0,1.65,0.77,54.3,41.1,4.0,0.6,47.42,7.4,30.66,10.75,0.58,2.63,0.24,0.33,53.5,35.8,8.8,1.3,0.3,0.2,17999.0,16289.0,93.0,18070.0,16008.0,91.4
134,aydin,KÖŞK,43.9,17.98,0.89,0.82,17.52,9.46,5.14,0.0,1.91,0.78,62.0,32.1,5.2,0.7,53.03,12.42,13.83,12.45,0.79,6.94,0.24,0.3,63.0,22.0,10.7,3.4,0.5,0.3,21266.0,19198.0,92.9,20186.0,17867.0,91.9
135,aydin,KUŞADASI,19.17,5.51,0.6,0.5,47.83,13.41,7.04,0.0,2.71,1.41,26.3,69.1,4.2,0.4,20.98,6.52,48.43,13.34,0.42,9.81,0.39,0.1,25.9,61.6,7.3,4.7,0.2,0.3,100825.0,86411.0,86.6,85651.0,73608.0,87.1
136,aydin,KUYUCAK,32.37,11.62,0.89,0.71,37.4,11.76,0.61,0.0,1.84,0.89,45.0,49.2,4.8,1.0,40.81,5.86,35.14,15.13,0.86,1.16,0.65,0.39,45.2,39.4,13.9,0.5,0.5,0.5,21249.0,18817.0,91.1,21467.0,18607.0,90.6
137,aydin,NAZİLLİ,32.47,7.66,0.76,0.85,33.18,13.46,5.58,0.0,2.78,1.39,41.1,51.6,6.5,0.8,34.26,8.87,30.26,17.72,0.97,7.28,0.37,0.28,40.9,39.3,14.1,4.8,0.6,0.3,122009.0,107326.0,89.9,114227.0,99064.0,89.3
138,aydin,SÖKE,24.79,8.57,0.67,0.69,35.16,13.64,11.56,0.0,1.89,1.17,34.8,59.9,4.6,0.6,27.78,7.47,36.06,14.37,0.58,13.17,0.35,0.21,33.0,47.1,9.9,9.4,0.4,0.3,93670.0,82640.0,89.9,89117.0,77066.0,88.5
139,aydin,SULTANHİSAR,32.16,9.27,0.74,0.67,29.87,15.9,6.82,0.0,2.08,0.87,42.4,51.3,5.3,0.9,34.71,8.17,31.29,17.35,0.55,7.37,0.31,0.26,41.1,37.5,14.8,5.8,0.5,0.3,15486.0,13772.0,91.4,15486.0,13606.0,90.9
140,aydin,YENİPAZAR,41.52,6.88,0.56,0.48,30.65,14.37,0.98,0.0,1.62,1.14,49.1,45.0,4.9,1.0,43.14,6.57,30.33,17.26,0.67,1.4,0.33,0.29,47.3,35.5,15.6,0.8,0.5,0.3,9721.0,8723.0,92.0,10084.0,8929.0,92.0
141,balikesir,ALTIEYLÜL,35.3,10.16,0.83,3.86,27.81,14.76,0.86,0.81,2.72,1.47,49.2,43.2,7.1,0.6,46.36,9.0,24.55,16.08,1.13,2.48,0.24,0.13,54.2,33.8,10.3,0.8,0.7,0.2,140061.0,126875.0,92.1,130512.0,116054.0,90.7
142,balikesir,AYVALIK,19.13,6.35,0.29,0.56,46.57,14.79,5.01,3.32,1.58,0.91,26.7,69.2,3.6,0.4,22.07,7.06,47.3,13.88,0.5,8.68,0.38,0.11,27.4,59.9,8.0,4.1,0.3,0.3,60055.0,52612.0,89.1,58848.0,51601.0,89.4
143,balikesir,BALYA,38.31,8.73,0.73,1.35,32.98,11.67,1.15,0.76,0.9,0.97,49.6,45.4,3.6,1.4,42.12,8.77,30.72,13.63,1.16,2.2,0.9,0.42,48.7,36.8,11.9,1.3,0.8,0.5,10957.0,9808.0,93.3,11265.0,10035.0,93.2
144,balikesir,BANDIRMA,28.99,6.21,0.44,1.33,35.55,17.57,3.09,1.35,2.67,1.28,36.8,55.9,6.7,0.5,33.81,6.94,36.16,16.69,1.22,4.77,0.23,0.15,39.2,46.5,10.6,2.7,0.8,0.2,123239.0,110441.0,90.8,114498.0,101438.0,90.1
145,balikesir,BİGADİÇ,46.1,6.89,0.9,3.32,24.37,12.91,0.42,0.43,1.68,1.21,57.2,36.8,5.1,0.9,51.33,8.18,20.85,14.68,1.59,2.82,0.29,0.24,58.7,29.1,10.6,0.3,1.1,0.2,37259.0,33594.0,92.5,37243.0,33505.0,92.5
146,balikesir,BURHANİYE,28.33,5.64,0.48,0.87,40.99,13.6,3.68,1.81,1.76,1.36,35.7,59.1,4.5,0.7,30.81,6.21,41.05,12.88,0.64,7.86,0.39,0.13,35.5,52.3,8.4,3.2,0.4,0.3,50790.0,45142.0,90.5,47436.0,42312.0,91.1
147,balikesir,DURSUNBEY,62.45,9.11,1.32,3.43,9.56,9.18,0.18,0.23,1.61,0.83,76.8,17.1,5.0,1.0,70.91,9.53,6.73,9.38,2.45,0.41,0.38,0.2,80.0,9.7,7.6,0.3,2.0,0.3,27600.0,24434.0,91.7,28959.0,25537.0,91.3
148,balikesir,EDREMİT,25.11,6.99,0.63,1.0,41.44,13.88,4.37,2.27,1.88,1.05,33.7,61.3,4.5,0.5,29.54,6.04,41.65,13.2,0.99,8.04,0.41,0.11,34.6,52.5,8.6,3.4,0.6,0.3,135472.0,118350.0,88.6,121762.0,106236.0,88.8
149,balikesir,ERDEK,25.6,6.45,0.56,0.72,46.35,14.36,1.01,1.29,1.42,0.95,33.1,63.1,3.3,0.5,30.06,3.75,50.5,11.25,0.8,3.15,0.34,0.14,33.0,58.7,6.5,1.1,0.5,0.3,26792.0,23359.0,88.7,27071.0,23710.0,89.3
150,balikesir,GÖMEÇ,27.0,6.14,0.36,0.68,39.49,14.02,6.61,2.03,1.48,0.85,34.7,60.7,4.0,0.6,28.69,4.74,43.72,13.6,0.82,8.05,0.27,0.07,32.3,52.8,9.5,4.6,0.5,0.3,13613.0,12091.0,90.9,11307.0,10187.0,92.6
151,balikesir,GÖNEN,39.67,5.91,0.63,1.24,25.29,20.02,1.4,0.81,2.1,1.29,48.8,44.0,6.3,0.8,43.64,6.77,29.18,16.68,0.97,2.12,0.35,0.27,49.6,34.7,13.4,1.4,0.6,0.2,60929.0,54758.0,91.7,59371.0,52533.0,90.7
152,balikesir,HAVRAN,47.75,13.18,0.73,1.35,19.19,13.41,0.36,0.34,1.2,0.77,63.0,32.0,4.0,1.0,56.89,7.47,18.18,14.52,1.16,0.67,0.78,0.32,63.5,23.5,11.4,0.4,0.7,0.4,21344.0,19442.0,93.6,20700.0,18401.0,92.1
153,balikesir,İVRİNDİ,50.17,10.01,0.88,1.97,19.91,12.72,0.17,0.22,1.05,0.95,63.0,31.4,4.4,1.2,57.45,7.19,18.83,13.74,1.09,0.74,0.57,0.36,63.4,22.8,12.2,0.5,0.7,0.4,25958.0,23641.0,94.0,26301.0,23923.0,94.1
154,balikesir,KARESİ,35.79,10.26,0.98,3.78,26.74,15.53,0.62,0.81,2.66,1.57,49.4,42.6,7.4,0.6,46.52,9.47,22.93,17.34,1.48,1.9,0.21,0.13,54.4,32.3,11.6,0.5,1.0,0.2,142973.0,130086.0,92.5,134333.0,120389.0,91.4
155,balikesir,KEPSUT,55.87,9.15,0.78,2.49,15.4,11.68,0.12,0.25,1.3,0.99,68.8,26.0,4.3,0.9,61.08,7.67,12.09,13.84,2.59,2.0,0.43,0.28,68.6,17.6,11.6,0.4,1.5,0.3,16826.0,15398.0,94.2,17272.0,16327.0,98.0
156,balikesir,MANYAS,34.35,7.61,0.48,1.25,35.74,15.91,0.39,0.32,1.5,0.81,44.3,50.6,4.3,0.8,36.23,9.86,35.06,15.62,1.12,1.44,0.33,0.33,43.5,42.6,12.4,0.7,0.6,0.3,15159.0,13484.0,91.2,16045.0,13832.0,89.5
157,balikesir,MARMARA,31.72,9.12,0.56,1.17,33.39,13.45,5.05,1.4,1.79,0.99,43.1,52.6,4.0,0.3,37.9,6.44,38.28,10.55,0.61,5.79,0.22,0.2,44.0,45.5,6.5,3.4,0.3,0.2,8777.0,7567.0,87.5,7880.0,6923.0,89.8
158,balikesir,SAVAŞTEPE,39.62,17.09,0.51,1.08,20.21,16.65,0.42,0.46,1.24,0.91,57.5,36.7,4.8,1.0,52.35,7.41,20.23,17.37,0.76,1.17,0.41,0.27,58.9,25.9,14.0,0.6,0.3,0.3,13704.0,12256.0,92.2,14272.0,12703.0,92.3
159,balikesir,SINDIRGI,42.65,7.02,1.08,2.57,28.47,12.6,0.3,0.34,1.33,1.05,54.0,41.0,3.7,1.3,49.76,6.25,27.8,12.92,1.6,0.75,0.53,0.36,55.1,32.2,10.9,0.4,1.0,0.4,28138.0,24675.0,92.4,28821.0,25636.0,92.8
160,balikesir,SUSURLUK,38.14,6.15,0.44,1.21,31.52,15.98,0.71,0.81,2.09,1.34,46.4,47.8,5.0,0.8,39.77,7.54,31.48,18.08,1.14,1.46,0.25,0.26,45.9,39.8,12.8,0.7,0.7,0.2,30959.0,27606.0,90.9,31196.0,27314.0,89.8
161,bartin,AMASRA,27.8,21.3,0.45,1.83,42.2,0.0,0.39,0.0,1.35,0.89,45.5,48.1,5.3,1.1,35.67,15.09,37.47,7.18,1.62,1.93,0.79,0.25,46.9,43.2,7.7,0.6,1.2,0.5,11577.0,9618.0,86.6,11459.0,9687.0,88.6
162,bartin,KURUCAŞİLE,33.42,23.07,0.87,1.28,35.23,0.0,0.09,0.0,0.96,0.78,53.8,41.3,3.8,1.1,46.18,12.29,30.39,6.44,2.33,0.89,0.82,0.68,55.3,33.8,7.9,0.7,1.8,0.5,5409.0,4425.0,85.6,5335.0,4274.0,84.7
163,bartin,MERKEZ,36.18,24.24,0.41,1.83,31.83,0.0,0.34,0.0,1.56,0.97,55.4,36.7,7.0,0.9,46.07,18.58,25.27,5.89,2.25,1.25,0.45,0.24,60.7,30.0,6.8,0.6,1.6,0.3,120714.0,103277.0,88.6,112331.0,93612.0,87.4
164,bartin,ULUS,46.01,23.18,0.7,1.66,22.83,0.0,0.22,0.0,1.03,0.44,68.4,26.5,4.0,1.0,59.51,12.11,19.42,4.94,1.93,0.82,0.83,0.43,69.9,21.7,5.8,0.5,1.5,0.6,18392.0,15339.0,88.0,17763.0,14881.0,88.9
165,batman,BEŞİRİ,32.4,1.48,0.21,0.82,12.84,0.0,50.6,0.0,0.0,0.3,33.9,64.6,1.2,0.3,27.17,0.9,1.8,1.14,3.32,61.8,0.11,0.0,33.2,2.6,0.6,62.7,0.7,0.1,19185.0,15822.0,85.9,16935.0,14161.0,87.0
166,batman,GERCÜŞ,42.83,7.09,0.65,1.87,5.51,0.0,40.66,0.0,0.0,0.28,50.5,47.4,1.6,0.5,38.54,2.46,1.53,1.48,4.58,42.66,0.23,0.0,52.2,3.7,1.0,42.1,0.9,0.1,13291.0,10357.0,81.7,12155.0,9798.0,83.8
167,batman,HASANKEYF,43.45,2.46,0.32,1.57,10.02,0.0,39.92,0.0,0.0,0.54,46.3,50.8,2.5,0.5,37.52,1.25,2.56,1.08,15.93,36.44,0.28,0.0,49.9,7.8,1.0,38.8,2.2,0.3,5142.0,4112.0,83.9,4247.0,3542.0,87.7
168,batman,KOZLUK,31.07,1.99,0.31,0.98,11.72,0.0,52.41,0.0,0.0,0.25,34.6,64.0,1.2,0.3,27.88,1.86,1.53,0.81,2.63,61.76,0.13,0.0,33.9,3.6,0.6,61.2,0.7,0.1,37483.0,30608.0,84.5,34386.0,28866.0,86.1
169,batman,MERKEZ,26.1,0.67,0.28,1.0,6.41,0.0,63.74,0.0,0.0,0.35,27.6,71.0,1.1,0.3,20.88,0.72,1.18,1.09,3.0,66.94,0.14,0.0,28.0,4.1,0.7,66.0,1.1,0.1,306087.0,252504.0,85.5,257182.0,214915.0,86.2
170,batman,SASON,49.26,2.57,0.67,1.96,21.36,0.0,22.53,0.0,0.0,0.36,60.1,37.6,1.8,0.5,51.35,2.75,3.48,1.86,2.9,33.66,0.31,0.0,60.2,7.4,1.0,30.3,1.0,0.2,18890.0,14216.0,78.3,17206.0,12820.0,77.6
171,bayburt,AYDINTEPE,59.55,15.76,0.56,3.22,0.0,17.28,0.39,0.07,1.01,0.49,77.1,17.4,5.2,0.3,59.7,25.48,4.03,7.33,2.89,0.22,0.11,0.22,79.6,9.6,7.7,0.1,2.8,0.1,4877.0,4087.0,85.9,5174.0,4426.0,88.2
172,bayburt,DEMİRÖZÜ,62.77,20.52,0.59,2.54,0.0,11.89,0.23,0.08,0.59,0.11,86.6,11.2,2.1,0.0,64.41,22.11,5.87,2.4,4.45,0.61,0.11,0.04,85.4,9.1,3.1,0.2,2.1,0.1,5824.0,5249.0,90.8,6039.0,5337.0,89.9
173,bayburt,MERKEZ,59.69,16.25,0.78,3.01,0.0,16.74,0.45,0.23,1.51,0.42,78.0,15.7,6.0,0.3,56.42,29.15,3.54,6.62,3.21,0.78,0.1,0.17,81.9,8.7,6.4,0.4,2.6,0.1,46469.0,39809.0,87.0,44886.0,37530.0,85.5
174,bilecik,BOZÜYÜK,33.79,12.93,0.66,2.05,30.74,9.74,4.05,0.72,2.31,1.23,46.3,44.2,8.8,0.7,40.29,9.01,30.2,14.57,0.97,4.29,0.28,0.4,48.2,33.9,13.5,3.3,0.8,0.2,60356.0,55094.0,92.9,54438.0,49213.0,92.3
175,bilecik,GÖLPAZARI,47.21,5.99,0.4,1.44,31.01,9.35,0.19,0.52,1.14,0.62,55.5,39.7,3.7,1.1,48.82,6.25,32.11,10.31,0.71,0.89,0.46,0.44,53.5,33.5,11.4,0.7,0.7,0.2,7580.0,6517.0,89.0,7981.0,6718.0,87.8
176,bilecik,İNHİSAR,46.88,6.05,0.49,2.14,28.97,8.99,1.04,0.24,1.28,0.73,58.5,36.4,4.0,1.0,50.36,6.65,32.22,7.07,1.5,1.5,0.36,0.36,56.6,32.0,8.3,1.3,1.2,0.7,1930.0,1666.0,90.0,2012.0,1658.0,87.3
